image;height;width;type;original_dataset;scenario;airport;runway;time_to_landing;weather;night;time;lat;lon;alt;yaw;pitch;roll;slant_distance;along_track_distance;height_above_runway;lateral_path_angle;vertical_path_angle;watermark_height;runway_in_cone;x_TR;y_TR;x_TL;y_TL;x_BL;y_BL;x_BR;y_BR
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_082_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;34L;;;;01/06/2020 14:00;25.245407;51.609449;85.343081;-23.062832;86.592238;5.281522;0.636194;0.634463;267.876877;-1.298822;3.160143;0;IN_ODD;538;469;528;470;533;518;576;514
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_083_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;34L;;;;01/05/2020 16:00;25.246344;51.609575;62.964371;-13.056932;85.403847;-4.216426;0.585958;0.584973;194.45591;1.238459;2.447064;0;IN_ODD;382;440;372;440;337;477;385;480
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_084_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;34L;;;;01/04/2020 13:00;25.246821;51.609292;69.992;-18.918852;86.446896;-2.532575;0.553939;0.552727;217.512435;0.917455;2.859267;0;IN_ODD;472;466;463;465;431;510;480;513
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_085_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;34L;;;;01/06/2020 10:00;25.248368;51.608339;56.897979;-25.552994;83.868063;-3.239882;0.448573;0.447606;174.553046;-0.675557;2.688911;0;IN_ODD;583;429;573;429;555;476;616;480
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_086_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;34L;;;;01/06/2020 13:00;25.248483;51.608224;57.208353;-27.171958;88.791562;-3.353835;0.439957;0.4389;175.571333;-1.118553;2.743291;0;IN_ODD;604;508;594;507;582;555;644;560
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_087_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;34L;;;;01/06/2020 13:00;25.250329;51.607841;58.033421;-20.275052;86.05461;-7.178519;0.330124;0.328598;178.278251;2.215368;3.405269;0;IN_ODD;497;458;486;457;414;517;496;528
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_088_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;34L;;;;01/05/2020 14:00;25.251956;51.606833;38.626911;-25.788641;84.352281;3.555743;0.218749;0.217913;114.608595;-0.647042;2.824489;0;IN_ODD;576;426;565;427;523;500;648;493
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_089_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;34L;;;;01/07/2020 16:00;25.252771;51.606594;37.280454;-22.826946;87.663623;-5.175668;0.168786;0.16778;110.191086;1.172782;3.123914;0;IN_ODD;535;484;524;483;427;563;588;578
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_090_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/04/2020 10:00;25.340299;51.567498;447.603432;153.792787;86.937216;7.111536;3.198037;3.18891;1455.476519;0.683133;4.081736;0;IN_ODD;576;495;571;495;569;524;578;523
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_091_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/04/2020 16:00;25.339428;51.565464;242.771215;163.824692;86.225993;1.270126;3.187859;3.181544;783.454789;2.878903;2.200572;0;IN_ODD;401;477;396;477;377;492;386;492
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_092_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/06/2020 15:00;25.338827;51.568163;317.182431;159.639137;87.015602;-3.953249;3.098517;3.093756;1027.586079;0.682402;2.967312;0;IN_ODD;489;492;484;491;477;511;486;512
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_093_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/06/2020 13:00;25.335905;51.565443;384.568947;153.418134;89.320083;-3.842589;3.002316;2.986217;1248.670457;4.57161;3.717369;0;IN_EXTENDED_ODD;548;538;543;538;509;562;518;562
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_094_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/08/2020 14:00;25.33667;51.568895;335.65957;167.134481;87.937261;2.485605;2.964888;2.959192;1088.206617;0.919219;3.277291;0;IN_ODD;369;516;363;517;357;541;366;540
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_095_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/05/2020 13:00;25.3364;51.57098;276.207958;160.233659;89.928005;-5.183482;2.906467;2.902186;893.155392;-1.025213;2.740115;0;IN_ODD;491;534;486;533;490;554;499;554
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_096_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/04/2020 16:00;25.333437;51.572774;242.667049;151.560478;85.033113;-1.207013;2.70575;2.701428;783.113034;-1.636671;2.570269;0;IN_ODD;635;460;629;460;639;480;649;480
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_097_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/04/2020 14:00;25.329899;51.572499;318.238521;156.025557;89.286473;4.759411;2.516104;2.510368;1031.050942;0.336453;3.626038;0;IN_ODD;549;529;543;529;541;558;552;557
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_098_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/07/2020 11:00;25.328561;51.57058;271.514139;154.9727;87.922727;8.088364;2.482658;2.474704;877.755722;3.266621;3.124787;0;IN_ODD;539;502;533;503;511;531;522;530
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_099_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/08/2020 11:00;25.328976;51.571959;228.694446;155.486264;88.851753;5.07514;2.47365;2.47001;737.271159;1.447189;2.632574;0;IN_ODD;547;513;541;514;530;536;541;535
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_100_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/07/2020 10:00;25.327209;51.576817;229.336154;157.878488;84.26237;-3.275089;2.282046;2.27396;739.376501;-3.626306;2.848168;0;IN_ODD;553;448;547;448;571;473;584;474
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_101_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/04/2020 14:00;25.325278;51.574069;234.446959;156.549804;83.522952;-4.701089;2.225752;2.222034;756.144235;0.963123;2.980858;0;IN_ODD;541;438;535;437;523;462;535;463
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_102_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/07/2020 12:00;25.325246;51.575306;226.075548;160.766568;83.526953;-0.594007;2.198764;2.19531;728.678973;-0.637928;2.905367;0;IN_ODD;482;435;476;434;478;459;491;459
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_103_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/08/2020 14:00;25.323411;51.576326;242.642499;159.443812;85.514142;3.213999;2.077196;2.072825;783.03249;-0.981357;3.292437;0;IN_ODD;502;469;496;469;503;498;516;497
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_104_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/05/2020 11:00;25.318792;51.578944;219.774988;160.812178;85.615121;-1.991318;1.768664;1.763464;708.007845;-2.14204;3.452883;0;IN_ODD;492;468;485;468;499;502;515;502
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_105_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/08/2020 11:00;25.317156;51.577065;199.862311;165.216607;86.182464;-3.871795;1.714789;1.710416;642.677539;2.179373;3.223132;0;IN_ODD;395;468;388;468;363;498;380;499
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_106_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/04/2020 12:00;25.314741;51.580763;195.208948;167.777838;82.926304;-1.190087;1.507009;1.501775;627.410601;-2.61198;3.539317;0;IN_ODD;385;424;377;423;398;461;416;461
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_107_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/04/2020 12:00;25.31293;51.580795;190.907426;148.313883;88.077549;8.668474;1.404536;1.400523;613.297994;-1.236081;3.685687;0;IN_ODD;676;481;669;482;681;521;702;518
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_108_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/07/2020 16:00;25.312297;51.580218;167.951321;162.270072;86.400905;-0.202748;1.379817;1.376941;537.982687;0.538473;3.283578;0;IN_ODD;451;477;443;477;433;513;453;513
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_109_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/08/2020 14:00;25.311733;51.579288;107.798863;158.347736;87.336629;3.807704;1.367291;1.364367;340.632096;3.035439;2.094007;0;IN_ODD;495;485;488;485;454;510;475;509
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_110_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/07/2020 13:00;25.308288;51.58265;135.140954;162.9159;84.922107;3.217883;1.107764;1.105248;430.337121;-1.117043;3.188358;0;IN_ODD;446;455;438;455;445;494;470;492
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_111_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/07/2020 15:00;25.305508;51.584016;93.709174;171.927365;90.497719;-4.345003;0.925048;0.923259;294.406082;-1.814346;2.54595;0;IN_ODD;308;518;299;517;308;552;339;554
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_112_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/07/2020 15:00;25.305355;51.584105;119.070984;153.456062;83.953699;-3.489516;0.915648;0.912973;377.614121;-1.907466;3.296044;0;IN_ODD;604;441;595;440;604;484;634;486
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_113_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/08/2020 10:00;25.304982;51.583233;127.286332;148.634499;88.690199;-1.699597;0.912472;0.909821;404.567364;1.379837;3.541923;0;IN_ODD;660;514;652;514;625;560;656;561
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_114_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/07/2020 16:00;25.301643;51.584893;73.949507;161.60414;86.562072;-3.307895;0.691983;0.690877;229.577774;0.963357;2.525375;0;IN_ODD;464;467;454;466;427;502;467;504
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_115_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/08/2020 10:00;25.300614;51.585528;89.409331;158.168112;87.026893;4.726449;0.622588;0.620879;280.298983;0.205316;3.357757;0;IN_ODD;515;479;505;480;491;533;535;529
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_116_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/07/2020 16:00;25.298061;51.586428;66.843549;157.943252;84.192091;-3.818691;0.462357;0.460952;206.264262;1.621263;3.102298;0;IN_ODD;523;433;513;432;465;484;524;488
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_117_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/07/2020 14:00;25.296558;51.587465;52.156445;151.735177;85.604368;2.531819;0.357526;0.356513;158.078226;-1.001498;2.854852;0;IN_ODD;618;447;607;448;591;505;669;502
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_118_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/07/2020 10:00;25.294516;51.58802;49.771334;157.471731;88.588682;-0.021029;0.233422;0.231881;150.253056;2.656039;3.564534;0;IN_ODD;525;498;515;498;425;584;544;584
images/flsim/OTHH/OTHH-16L-34R-16R-34L__10-smpl__10h38_119_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;OTHH-16L-34R-16R-34L__10-smpl__10h38;OTHH;16R;;;;01/06/2020 16:00;25.294055;51.588452;46.944247;159.464559;91.526693;2.097582;0.198963;0.197603;140.977836;-0.25817;3.662299;0;IN_ODD;500;544;489;544;433;643;573;637
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_000_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04R;;;;01/04/2020 16:00;21.281957;-157.971665;226.674027;51.59925;83.292604;2.105366;3.145466;3.143068;734.400037;0.153038;2.083865;0;IN_ODD;528;430;523;430;520;441;527;441
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_000_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04L;;;;01/04/2020 16:00;21.281957;-157.971665;226.674027;51.59925;83.292604;2.105366;3.47536;3.471774;735.245332;1.440963;1.876316;0;IN_EXTENDED_ODD;512;431;507;431;500;439;506;439
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_001_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04R;;;;01/08/2020 12:00;21.285347;-157.972071;281.443128;53.19187;87.667012;11.400986;3.046655;3.03921;914.088694;-3.136601;2.675925;0;IN_ODD;539;499;534;500;550;512;557;510
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_001_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04L;;;;01/08/2020 12:00;21.285347;-157.972071;281.443128;53.19187;87.667012;11.400986;3.371844;3.367792;914.93399;-1.48953;2.411168;0;IN_EXTENDED_ODD;523;503;518;504;524;513;530;511
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_002_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04R;;;;01/06/2020 11:00;21.284506;-157.97098;318.004345;57.564859;86.782452;5.918402;3.026344;3.020673;1034.040198;-1.696955;3.048166;0;IN_ODD;456;501;451;501;459;517;466;516
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_002_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04L;;;;01/06/2020 11:00;21.284506;-157.97098;318.004345;57.564859;86.782452;5.918402;3.353564;3.349322;1034.885494;-0.179836;2.74595;0;IN_EXTENDED_ODD;440;503;435;503;435;515;442;514
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_003_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04R;;;;01/08/2020 13:00;21.286551;-157.969022;302.572846;53.206448;84.49985;2.625595;2.865945;2.859445;983.411919;-2.40765;3.052292;0;IN_ODD;530;459;525;459;535;475;543;475
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_003_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04L;;;;01/08/2020 13:00;21.286551;-157.969022;302.572846;53.206448;84.49985;2.625595;3.192202;3.188066;984.257214;-0.740336;2.737014;0;IN_ODD;513;459;508;460;510;471;516;471
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_004_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04R;;;;01/08/2020 13:00;21.286691;-157.968713;348.533321;60.869424;85.69711;-0.558681;2.848487;2.840566;1134.200885;-2.346296;3.542805;0;IN_ODD;413;483;408;482;417;502;425;502
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_004_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04L;;;;01/08/2020 13:00;21.286691;-157.968713;348.533321;60.869424;85.69711;-0.558681;3.174682;3.169199;1135.04618;-0.675201;3.178007;0;IN_ODD;396;483;391;483;391;496;398;496
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_005_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04R;;;;01/04/2020 14:00;21.283402;-157.964427;285.025894;51.850262;83.816084;1.77183;2.778611;2.767257;925.843175;3.837733;2.960389;0;IN_ODD;488;448;483;448;460;466;468;466
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_005_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04L;;;;01/04/2020 14:00;21.283402;-157.964427;285.025894;51.850262;83.816084;1.77183;3.112324;3.096109;926.688471;4.886486;2.640418;0;IN_EXTENDED_ODD;471;449;466;449;444;461;450;461
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_006_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04R;;;;01/08/2020 11:00;21.287981;-157.962947;273.38244;58.52547;85.713273;3.418425;2.540577;2.536207;887.642866;0.410349;3.087256;0;IN_ODD;419;483;414;483;410;503;418;502
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_006_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04L;;;;01/08/2020 11:00;21.287981;-157.962947;273.38244;58.52547;85.713273;3.418425;2.870713;2.864928;888.488161;1.945269;2.733181;0;IN_ODD;401;484;396;485;386;498;393;498
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_007_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04R;;;;01/04/2020 14:00;21.290285;-157.962972;305.71766;52.584861;87.10842;5.670654;2.461058;2.454349;993.729549;-2.152434;3.562294;0;IN_ODD;538;501;532;502;543;523;552;522
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_007_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04L;;;;01/04/2020 14:00;21.290285;-157.962972;305.71766;52.584861;87.10842;5.670654;2.787714;2.782991;994.574845;-0.26923;3.149724;0;IN_ODD;519;503;514;504;514;519;522;518
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_008_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04R;;;;01/07/2020 16:00;21.289875;-157.962527;216.69165;54.372353;84.207358;-8.868224;2.45236;2.449242;701.649455;-1.347641;2.52022;0;IN_ODD;513;447;507;446;510;463;518;464
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_008_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04L;;;;01/07/2020 16:00;21.289875;-157.962527;216.69165;54.372353;84.207358;-8.868224;2.780451;2.777893;702.49475;0.44451;2.221302;0;IN_ODD;494;445;489;444;483;454;491;455
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_009_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04R;;;;01/07/2020 15:00;21.287918;-157.96086;219.502443;61.010786;83.228481;2.847218;2.450118;2.44511;710.871217;2.156147;2.556542;0;IN_ODD;361;441;355;441;340;458;349;458
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_009_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04L;;;;01/07/2020 15:00;21.287918;-157.96086;219.502443;61.010786;83.228481;2.847218;2.782387;2.773876;711.716513;3.53234;2.250192;0;IN_ODD;342;442;336;442;318;454;326;454
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_010_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04R;;;;01/08/2020 14:00;21.289423;-157.960432;244.074921;53.883261;82.921427;4.477966;2.375792;2.371772;791.489585;0.845493;2.930966;0;IN_ODD;483;434;478;434;471;454;480;453
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_010_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04L;;;;01/08/2020 14:00;21.289423;-157.960432;244.074921;53.883261;82.921427;4.477966;2.706547;2.700499;792.334881;2.421473;2.575237;0;IN_ODD;464;435;459;436;446;450;454;449
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_011_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04R;;;;01/04/2020 16:00;21.289556;-157.95891;224.394633;54.793119;87.546996;-1.047022;2.303829;2.298896;726.921711;2.00284;2.770105;0;IN_ODD;465;501;459;501;443;518;453;519
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_011_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04L;;;;01/04/2020 16:00;21.289556;-157.95891;224.394633;54.793119;87.546996;-1.047022;2.635927;2.627654;727.767006;3.476103;2.423652;0;IN_ODD;445;501;440;501;421;512;429;513
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_012_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04R;;;;01/07/2020 16:00;21.29203;-157.95851;211.669604;58.072547;84.306969;1.96066;2.194856;2.19194;685.172924;-0.618423;2.730752;0;IN_ODD;436;453;430;453;431;472;441;471
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_012_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04L;;;;01/07/2020 16:00;21.29203;-157.95851;211.669604;58.072547;84.306969;1.96066;2.523981;2.520615;686.01822;1.263573;2.378593;0;IN_ODD;416;454;410;454;402;467;411;467
images/flsim/PHNL/PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38_013_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;PHNL-22L-04R-22R-04L-26L-08R__10-smpl__10h38;PHNL;04R;;;;01/05/2020 12:00;21.293451;-157.95734;198.147181;49.395197;83.80424;3.137084;2.091516;2.088472;640.80802;-1.412166;2.670571;0;IN_ODD;577;438;571;438;577;457;587;456
